Número de oraciones principales con sujeto antepuesto: 8182
Número de oraciones principales sin sujeto antepuesto: 9520

Porcentaje de oraciones con sujeto antepuesto: 46.22 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 50_20020602_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| t6-0_ssd_forms_annotated.conllu             |                    9 |                 1 |                   10    |
| 23424_20000228_ssd_forms_annotated.conllu   |                    3 |                 4 |                   57.14 |
| 177_20000702_ssd_forms_annotated.conllu     |                    0 |                 1 |                  100    |
| 5145_20000207_ssd_forms_annotated.conllu    |                    0 |                 4 |                  100    |
| 211_C-2_ssd_forms_annotated.conllu          |                   11 |                12 |                   52.17 |
| 178_20010401_b_ssd_forms_annotated.conllu   |                    3 |                 0 |                    0    |
| 19343_20000524_ssd_forms_annotated.conllu   |                    3 |                 6 |                   66.67 |
| 2543_20000203_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 111_C-3_ssd_forms_annotated.conllu          |                    8 |                13 |                   61.9  |
| 21126_20000129_ssd_forms_annotated.conllu   |                    4 |                 6 |                   60    |
| 18_20020201_ssd_forms_annotated.conllu      |                    6 |                 2 |                   25    |
| 3_20020501_ssd_forms_annotated.conllu       |                    7 |                 3 |                   30    |
| 23_20000201_a_ssd_forms_annotated.conllu    |                    4 |                 0 |                    0    |
| 4506_20000406_ssd_forms_annotated.conllu    |                    5 |                 4 |                   44.44 |
| 3510_20000405_ssd_forms_annotated.conllu    |                    4 |                 3 |                   42.86 |
| 65_19990301_ssd_forms_annotated.conllu      |                    1 |                 4 |                   80    |
| 30_20010902_ssd_forms_annotated.conllu      |                    0 |                 1 |                  100    |
| 108_20000702_ssd_forms_annotated.conllu     |                    2 |                 1 |                   33.33 |
| 131_20010502_ssd_forms_annotated.conllu     |                    0 |                 1 |                  100    |
| 12584_20001016_ssd_forms_annotated.conllu   |                   12 |                 2 |                   14.29 |
| 5522_20000307_ssd_forms_annotated.conllu    |                    6 |                 5 |                   45.45 |
| 6773_20000112_ssd_forms_annotated.conllu    |                    0 |                 4 |                  100    |
| dc2-8_ssd_forms_annotated.conllu            |                    8 |                 9 |                   52.94 |
| 16986_20000621_ssd_forms_annotated.conllu   |                    0 |                 5 |                  100    |
| 16_19990501_b_ssd_forms_annotated.conllu    |                    3 |                 3 |                   50    |
| e3-2_ssd_forms_annotated.conllu             |                    8 |                 3 |                   27.27 |
| 18_19990302_ssd_forms_annotated.conllu      |                    9 |                 2 |                   18.18 |
| 65_20020202_ssd_forms_annotated.conllu      |                    1 |                 9 |                   90    |
| 9405_20000115_ssd_forms_annotated.conllu    |                    5 |                 5 |                   50    |
| 22816_20000228_ssd_forms_annotated.conllu   |                    6 |                15 |                   71.43 |
| 66_20000802_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| 10080_20000914_ssd_forms_annotated.conllu   |                    3 |                 4 |                   57.14 |
| 2000060211_6-2_ssd_forms_annotated.conllu   |                   10 |                 3 |                   23.08 |
| 104_20011001_ssd_forms_annotated.conllu     |                    0 |                 1 |                  100    |
| 135_19981201_c_ssd_forms_annotated.conllu   |                    3 |                 2 |                   40    |
| 115_20020103_ssd_forms_annotated.conllu     |                    5 |                 5 |                   50    |
| 40_20020502_ssd_forms_annotated.conllu      |                    0 |                 3 |                  100    |
| dc2-4_ssd_forms_annotated.conllu            |                    6 |                 7 |                   53.85 |
| 121_19991202_b_ssd_forms_annotated.conllu   |                    0 |                 3 |                  100    |
| d1-16_ssd_forms_annotated.conllu            |                    1 |                 1 |                   50    |
| 96_20010402_ssd_forms_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 139_20010103_ssd_forms_annotated.conllu     |                    5 |                10 |                   66.67 |
| 14620_20000318_ssd_forms_annotated.conllu   |                    4 |                 5 |                   55.56 |
| 67_19990901_ssd_forms_annotated.conllu      |                    5 |                 5 |                   50    |
| 68_19990302_ssd_forms_annotated.conllu      |                   11 |                 3 |                   21.43 |
| 15386_20000720_ssd_forms_annotated.conllu   |                    1 |                 8 |                   88.89 |
| 9_20010601_b_ssd_forms_annotated.conllu     |                   15 |                11 |                   42.31 |
| 20525_20000325_ssd_forms_annotated.conllu   |                    4 |                 5 |                   55.56 |
| a15-6_ssd_forms_annotated.conllu            |                    9 |                 5 |                   35.71 |
