Número de oraciones principales con sujeto antepuesto: 8748
Número de oraciones principales sin sujeto antepuesto: 8616

Porcentaje de oraciones con sujeto antepuesto: 50.38 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 14_19981202_ssd_annotated.conllu      |                   15 |                 7 |                   31.82 |
| 18_19990602_d_ssd_annotated.conllu    |                    0 |                 4 |                  100    |
| 56_20000801_b_ssd_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 11476_20000614_ssd_annotated.conllu   |                    2 |                 2 |                   50    |
| 61_19991001_ssd_annotated.conllu      |                   11 |                 9 |                   45    |
| 174_20001201_ssd_annotated.conllu     |                    3 |                 7 |                   70    |
| 6170_20000608_ssd_annotated.conllu    |                    9 |                 6 |                   40    |
| n1-0_ssd_annotated.conllu             |                    6 |                 9 |                   60    |
| 70_20010801_ssd_annotated.conllu      |                    4 |                 7 |                   63.64 |
| 121_19991202_a_ssd_annotated.conllu   |                   13 |                11 |                   45.83 |
| dc1-11_ssd_annotated.conllu           |                    3 |                 7 |                   70    |
| 35_20000202_c_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| 104_C-5_ssd_annotated.conllu          |                    6 |                18 |                   75    |
| 67_20000201_ssd_annotated.conllu      |                    2 |                10 |                   83.33 |
| 73_20000201_g_ssd_annotated.conllu    |                    2 |                 2 |                   50    |
| dc10-0_ssd_annotated.conllu           |                    5 |                 6 |                   54.55 |
| 124_20010201_ssd_annotated.conllu     |                    3 |                 3 |                   50    |
| 5856_20000809_ssd_annotated.conllu    |                    0 |                 2 |                  100    |
| a22-2_ssd_annotated.conllu            |                   11 |                 3 |                   21.43 |
| 156_20010202_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 21333_20000326_i_ssd_annotated.conllu |                    2 |                 2 |                   50    |
| c2-6_ssd_annotated.conllu             |                    1 |                 0 |                    0    |
| 13555_20001218_ssd_annotated.conllu   |                    2 |                 4 |                   66.67 |
| 47_20000402_ssd_annotated.conllu      |                    2 |                 9 |                   81.82 |
| 72_20000903_ssd_annotated.conllu      |                   22 |                 7 |                   24.14 |
| 3818_20000806_ssd_annotated.conllu    |                    8 |                 1 |                   11.11 |
| 75_19990901_ssd_annotated.conllu      |                    4 |                19 |                   82.61 |
| 14827_20000719_ssd_annotated.conllu   |                    9 |                11 |                   55    |
| 9_20010601_a_ssd_annotated.conllu     |                   13 |                 6 |                   31.58 |
| 71_19991201_b_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 10872_20001214_ssd_annotated.conllu   |                    3 |                 6 |                   66.67 |
| a1-5_ssd_annotated.conllu             |                   12 |                 3 |                   20    |
| 4018_20000706_ssd_annotated.conllu    |                    3 |                 6 |                   66.67 |
| 10295_20000613_ssd_annotated.conllu   |                    4 |                 8 |                   66.67 |
| d2-1_ssd_annotated.conllu             |                    7 |                 6 |                   46.15 |
| 132_20010102_ssd_annotated.conllu     |                    4 |                 5 |                   55.56 |
| 88_20010801_ssd_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 3286_20000505_ssd_annotated.conllu    |                    7 |                11 |                   61.11 |
| 42_19990301_ssd_annotated.conllu      |                    5 |                 8 |                   61.54 |
| 69_20010201_j_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 6740_20000710_ssd_annotated.conllu    |                    4 |                 5 |                   55.56 |
| dc2-3_ssd_annotated.conllu            |                    4 |                 6 |                   60    |
| 16468_20000521_ssd_annotated.conllu   |                    3 |                10 |                   76.92 |
| 78_19981202_ssd_annotated.conllu      |                    6 |                16 |                   72.73 |
| 8684_20001011_ssd_annotated.conllu    |                    7 |                 5 |                   41.67 |
| 108_20000601_e_ssd_annotated.conllu   |                    1 |                 2 |                   66.67 |
